id,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year
102899,5.5731839999999995,130000000,518602163,Ant-Man,115,Science Fiction|Action|Adventure,2015-07-14,3779,7.0,2015
150689,5.556818,95000000,542351353,Cinderella,112,Romance|Fantasy|Family|Drama,2015-03-12,1495,6.8,2015
131634,5.476958,160000000,650523427,The Hunger Games: Mockingjay - Part 2,136,War|Adventure|Science Fiction,2015-11-18,2380,6.5,2015
158852,5.4621379999999995,190000000,209035668,Tomorrowland,130,Action|Family|Science Fiction|Adventure|Mystery,2015-05-19,1899,6.2,2015
307081,5.337064,30000000,91709827,Southpaw,123,Action|Drama,2015-06-15,1386,7.3,2015
254128,4.907832,110000000,470490832,San Andreas,114,Action|Drama|Thriller,2015-05-27,2060,6.1,2015
216015,4.71040199999999,40000000,569651467,Fifty Shades of Grey,125,Drama|Romance,2015-02-11,1865,5.3,2015
318846,4.648046,28000000,133346506,The Big Short,130,Comedy|Drama,2015-12-11,1545,7.3,2015
177677,4.566713,150000000,682330139,Mission: Impossible - Rogue Nation,131,Action,2015-07-23,2349,7.1,2015
214756,4.5645489999999995,68000000,215863606,Ted 2,115,Comedy,2015-06-25,1666,6.3,2015
207703,4.503789,81000000,403802136,Kingsman: The Secret Service,130,Crime|Comedy|Action|Adventure,2015-01-24,3833,7.6,2015
314365,4.062293,20000000,88346473,Spotlight,128,Drama|Thriller|History,2015-11-06,1559,7.8,2015
294254,3.968891,61000000,311256926,Maze Runner: The Scorch Trials,132,Action|Science Fiction|Thriller,2015-09-09,1849,6.4,2015
198184,3.899557,49000000,102069268,Chappie,120,Crime|Action|Science Fiction,2015-03-04,1990,6.6,2015
254470,3.877764,29000000,287506194,Pitch Perfect 2,115,Comedy|Music,2015-05-07,1264,6.8,2015
296098,3.6482099999999997,40000000,162610473,Bridge of Spies,141,Thriller|Drama,2015-10-15,1638,7.1,2015
257445,3.6445410000000003,58000000,150170815,Goosebumps,103,Adventure|Horror|Comedy,2015-08-05,600,6.2,2015
264644,3.557846,6000000,35401758,Room,117,Drama|Thriller,2015-10-16,1520,8.0,2015
105864,3.3391349999999997,175000000,331926147,The Good Dinosaur,93,Adventure|Animation|Comedy|Family|Fantasy,2015-11-14,1087,6.6,2015
241554,3.23737,50000000,71561644,Run All Night,114,Action|Crime|Drama|Mystery|Thriller,2015-03-11,814,6.3,2015
167073,3.227329,11000000,62076141,Brooklyn,111,Drama|Romance,2015-11-04,754,7.3,2015
277216,3.2027189999999996,28000000,201634991,Straight Outta Compton,147,Drama|Music,2015-08-13,918,7.7,2015
274854,3.080505,90000000,140396650,The Last Witch Hunter,106,Fantasy|Action|Adventure,2015-10-21,879,5.6,2015
321697,3.0795220000000003,30000000,34441873,Steve Jobs,122,History|Drama,2015-10-09,1035,6.9,2015
203801,3.0534209999999997,75000000,108145109,The Man from U.N.C.L.E.,116,Comedy|Action|Adventure,2015-08-13,1548,7.0,2015
293863,3.025852,25000000,42629776,The Age of Adaline,112,Fantasy|Drama|Romance,2015-04-16,1221,7.3,2015
325348,3.023253,10000000,14333790,Hardcore Henry,97,Action|Adventure|Science Fiction,2015-09-12,396,5.9,2015
228161,2.976436,135000000,368871007,Home,94,Fantasy|Comedy|Animation|Science Fiction|Family,2015-03-18,1060,6.9,2015
286565,2.968254,12000000,85512300,Paper Towns,109,Drama|Mystery|Romance,2015-07-09,1252,6.2,2015
254320,2.8851259999999996,4000000,9064511,The Lobster,118,Thriller|Comedy|Drama|Romance|Science Fiction,2015-10-08,638,6.6,2015
258480,2.883233,11800000,40272135,Carol,118,Romance|Drama,2015-11-20,562,7.1,2015
257211,2.8148020000000002,35000000,194564672,The Intern,121,Comedy,2015-09-24,1255,7.1,2015
253412,2.7980169999999998,55000000,203427584,Everest,121,Adventure|Drama,2015-09-10,1172,6.7,2015
274479,2.793297,60000000,101134059,Joy,124,Comedy|Drama,2015-12-24,1001,6.4,2015
257088,2.6144990000000004,105000000,133718711,Point Break,114,Action|Crime|Thriller,2015-12-03,505,5.5,2015
295964,2.584264,20000000,36606743,Burnt,100,Drama,2015-10-02,631,6.3,2015
238615,2.578919,26000000,30523226,Self/less,116,Science Fiction|Mystery|Thriller,2015-07-10,719,6.2,2015
210860,2.575711,60000000,30418560,Mortdecai,106,Comedy|Adventure,2015-01-21,696,5.3,2015
306819,2.557859,15000000,64191523,The Danish Girl,120,Drama,2015-11-27,867,7.3,2015
201088,2.5507470000000003,70000000,17752940,Blackhat,133,Mystery|Crime|Action|Thriller|Drama,2015-01-13,584,5.0,2015
273481,2.487849,30000000,84025816,Sicario,121,Action|Crime|Drama|Mystery|Thriller,2015-09-17,1479,7.1,2015
166424,2.4870419999999998,120000001,167977596,Fantastic Four,100,Action|Adventure|Science Fiction,2015-08-05,1565,4.4,2015
310131,2.46449,3500000,40423945,The Witch,92,Mystery|Horror,2015-03-24,700,5.8,2015
238713,2.404473,65000000,235666219,Spy,120,Action|Comedy|Crime,2015-05-06,1840,6.9,2015
256591,2.395366,50100000,153962963,Focus,105,Romance|Comedy|Crime|Drama,2015-02-25,1831,6.7,2015
249070,2.354654,35000000,82347656,Hitman: Agent 47,96,Action|Crime|Thriller,2015-08-20,820,5.5,2015
205775,2.345821,100000000,93820758,In the Heart of the Sea,122,Thriller|Drama|Adventure|Action|History,2015-11-20,805,6.4,2015
312221,2.3315669999999997,35000000,137935567,Creed,133,Drama,2015-11-25,1171,7.3,2015
271718,2.31767,35000000,140795793,Trainwreck,125,Comedy,2015-07-17,849,6.1,2015
333352,2.29573,13000000,32848185,Eye in the Sky,102,Drama|Thriller|War,2015-09-11,265,7.2,2015
276907,2.28135,25000000,42972994,Legend,131,Crime|Thriller,2015-09-09,619,6.7,2015
266647,2.234573,150000000,128388320,Pan,111,Adventure|Family|Fantasy,2015-09-24,586,5.9,2015
227973,2.140199,99000000,246233113,The Peanuts Movie,88,Adventure|Animation|Comedy|Family,2015-11-05,414,6.4,2015
321741,2.121884,35000000,48623572,Concussion,123,Drama,2015-11-12,500,6.9,2015
296100,2.096273,25000000,52395996,The Night Before,100,Comedy,2015-11-20,363,6.1,2015
263472,2.0809349999999998,2500000,5214043,Knock Knock,99,Drama|Horror|Thriller,2015-06-26,473,4.8,2015
228205,2.070708,34000000,63013281,The Longest Ride,128,Romance|Drama,2015-04-09,711,7.3,2015
159824,2.060162,80000000,466183544,Hotel Transylvania 2,89,Animation|Comedy|Family,2015-09-21,919,6.8,2015
333348,2.055572,17000000,24000000,Love the Coopers,107,Family|Comedy,2015-11-12,111,5.3,2015
285783,2.049886,35000000,61181942,The Walk,123,Adventure|Drama|Thriller,2015-09-30,706,6.8,2015
290764,2.0266509999999998,11000000,1863315,Tracers,94,Action|Crime|Drama,2015-01-15,326,5.9,2015
296099,2.000338,31000000,104384188,Vacation,99,Adventure|Comedy,2015-07-28,846,6.1,2015
243688,1.984529,35000000,95437994,Poltergeist,93,Horror|Thriller,2015-05-20,589,5.0,2015
181283,1.95632,50000000,3324330,Child 44,137,Crime|Thriller,2015-03-15,341,5.9,2015
328425,1.926739,5000000,58978653,The Gift,108,Thriller|Mystery,2015-07-30,631,6.6,2015
274167,1.904898,50000000,240360392,Daddy's Home,96,Comedy,2015-12-25,568,5.7,2015
309809,1.865007,64000000,97571250,The Little Prince,92,Adventure|Animation|Fantasy,2015-07-29,423,7.5,2015
298382,1.82313,11930000,18340000,The Dressmaker,118,Drama,2015-10-01,197,6.9,2015
272693,1.758618,8500000,43528634,The DUFF,100,Romance|Comedy,2015-02-20,753,6.8,2015
283445,1.742286,10000000,52882018,Sinister 2,97,Horror,2015-08-19,331,5.5,2015
256961,1.73518,30000000,107597242,Paul Blart: Mall Cop 2,94,Action|Adventure|Comedy|Family,2015-04-16,422,5.3,2015
241251,1.6510779999999898,4000000,50163103,The Boy Next Door,91,Thriller,2015-01-23,810,3.9,2015
188222,1.532997,30000000,49263404,Entourage,104,Comedy,2015-06-03,364,6.2,2015
252838,1.5100959999999999,23000000,79799880,The Wedding Ringer,101,Comedy,2015-01-16,446,6.5,2015
273477,1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,93,Comedy|Horror,2015-10-23,288,6.2,2015
298312,1.495112,5000000,98450062,The Visit,94,Horror|Thriller,2015-09-10,729,5.9,2015
261023,1.4832459999999899,53000000,99775678,Black Mass,122,Crime|Drama,2015-09-04,848,6.3,2015
287903,1.448002,15000000,61548707,Krampus,98,Horror|Comedy|Fantasy,2015-11-26,342,5.9,2015
192141,1.41239,5000000,54418872,No Escape,103,Action|Thriller,2015-08-26,519,6.7,2015
261392,1.3882510000000001,28000000,28208085,American Ultra,96,Comedy|Action,2015-08-19,695,5.9,2015
304357,1.388032,11000000,61619773,Woman in Gold,120,Drama,2015-04-10,277,7.3,2015
266294,1.3766049999999999,30000000,105011053,Sisters,118,Comedy,2015-12-18,399,5.9,2015
227719,1.360926,12000000,32248241,Project Almanac,106,Science Fiction|Thriller,2015-01-30,637,6.3,2015
287948,1.3558219999999999,25000000,72629670,The Transporter Refueled,96,Thriller|Action|Crime,2015-09-03,407,5.3,2015
201085,1.345982,55000000,74679822,Crimson Peak,119,Mystery|Thriller|Fantasy|Horror|Drama,2015-10-13,819,6.4,2015
264999,1.338481,14800000,122413057,Magic Mike XXL,115,Comedy|Drama|Music,2015-07-01,501,6.3,2015
146301,1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,88,Horror|Thriller,2015-10-21,267,5.0,2015
294016,1.316239,15000000,8235661,Trumbo,124,Drama,2015-10-27,273,7.2,2015
290751,1.315266,19500000,32189727,Secret in Their Eyes,111,Crime|Drama|Mystery,2015-10-14,202,6.2,2015
228165,1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,93,Family|Animation,2015-02-05,533,5.7,2015
272878,1.278928,20000000,43967255,Max,111,Adventure|Drama|Family,2015-06-26,214,7.0,2015
266396,1.225325,40000000,10664749,The Gunman,115,Action|Drama|Crime,2015-02-16,283,5.6,2015
268920,1.178831,35000000,51680201,Hot Pursuit,87,Action|Crime|Comedy,2015-05-08,472,5.5,2015
280092,1.1647239999999999,10000000,104303851,Insidious: Chapter 3,97,Drama|Horror|Thriller,2015-06-04,610,6.3,2015
328589,1.142518,6000000,41387687,The Lady in the Van,104,Comedy|Drama,2015-11-13,135,5.9,2015
228066,1.138395,40000000,34227298,Victor Frankenstein,109,Drama|Science Fiction|Thriller,2015-11-10,408,5.5,2015
291270,1.1252389999999999,8000000,3759286,Anomalisa,90,Animation|Comedy|Drama|Romance,2015-12-30,259,6.7,2015
250124,1.03839,2000000,1477002,The Diary of a Teenage Girl,102,Drama|Romance,2015-08-07,186,6.8,2015
282984,1.0070540000000001,11000000,27391084,Irrational Man,95,Mystery|Drama,2015-07-17,319,6.1,2015
275601,0.956096,18000000,41325328,Ricki and the Flash,100,Comedy|Drama|Music,2015-07-10,152,5.5,2015
304372,0.950793,12000000,60273173,The Perfect Guy,100,Drama|Thriller,2015-09-11,122,5.6,2015
252512,0.9376200000000001,10000000,7587485,While We're Young,97,Drama|Comedy,2015-03-27,265,5.9,2015
257091,0.9273389999999999,40000000,106511453,Get Hard,100,Comedy,2015-03-26,661,5.9,2015
293646,0.9060360000000001,25000000,24902723,The 33,120,History|Drama,2015-08-06,262,5.8,2015
245168,0.898295999999999,14000000,16002420,Suffragette,106,Drama|History,2015-10-16,231,7.1,2015
301351,0.880937999999999,6000000,11122090,We Are Your Friends,96,Drama|Music|Romance,2015-08-26,412,6.2,2015
268238,0.8324870000000001,10000000,85978266,The Second Best Exotic Marigold Hotel,122,Drama|Comedy,2015-02-26,196,6.4,2015
256962,0.829111,20000000,6420319,Little Boy,106,Comedy|Drama|War,2015-04-23,113,7.1,2015
222936,0.814206,37000000,26250020,Aloha,105,Adventure|Comedy|Romance,2015-05-27,469,5.2,2015
10317,0.795762,28000000,7002261,Our Brand Is Crisis,108,Drama|Comedy,2015-09-11,122,5.7,2015
300693,0.69957,9600000,2541554,Truth,121,Drama,2015-09-12,89,6.4,2015
256924,0.690479,10000000,10835752,Danny Collins,107,Comedy|Drama|Music,2015-03-20,114,6.6,2015
253414,0.6895789999999989,15000000,3020664,Rock the Kasbah,100,Comedy|Music|War,2015-10-22,56,5.1,2015
157544,0.669351,13000000,1784763,The Vatican Tapes,91,Thriller|Horror,2015-07-24,164,4.5,2015
283235,0.661471,8000000,1411927,99 Homes,112,Drama,2015-09-25,121,6.8,2015
243938,0.6611630000000001,14000000,12314651,Hot Tub Time Machine 2,93,Comedy,2015-02-20,244,5.0,2015
232572,0.602165,8000000,35991087,A Walk in the Woods,104,Drama|Adventure|Comedy,2015-09-02,171,5.4,2015
243940,0.599655,3300000,64110728,The Lazarus Effect,83,Thriller|Horror,2015-01-29,327,4.9,2015
239573,0.577814,35000000,14431253,Unfinished Business,90,Comedy,2015-03-05,241,4.9,2015
314385,0.524315,10000000,3334927,By the Sea,122,Drama|Romance,2015-11-12,82,5.4,2015
253331,0.46208999999999995,9000000,21571189,Black or White,121,Drama,2015-01-30,72,6.7,2015
297806,0.45087200000000005,13000000,1646788,I Saw the Light,123,Drama|Music,2015-09-11,19,5.6,2015
266639,0.43558199999999997,5000000,2333684,Jem and the Holograms,119,Drama|Music|Adventure|Fantasy,2015-10-22,69,5.7,2015
234212,0.41491300000000003,3000000,3387000,Demonic,83,Thriller|Horror,2015-02-12,91,5.0,2015
331190,0.336107,2000000,2801508,Captive,97,Crime|Drama|Thriller,2015-09-17,55,5.7,2015
343795,0.29875100000000004,5000000,4842699,90 Minutes in Heaven,121,Drama,2015-09-11,24,5.7,2015
323272,0.7310220000000001,3000000,67790117,War Room,120,Drama,2015-08-28,57,6.9,2015
157336,24.949134,165000000,621752480,Interstellar,169,Adventure|Drama|Science Fiction,2014-11-05,6498,8.0,2014
118340,14.311205,170000000,773312399,Guardians of the Galaxy,121,Action|Science Fiction|Adventure,2014-07-30,5612,7.9,2014
100402,12.971027000000001,170000000,714766572,Captain America: The Winter Soldier,136,Action|Adventure|Science Fiction,2014-03-20,3848,7.6,2014
245891,11.422751,20000000,78739897,John Wick,101,Action|Thriller,2014-10-22,2712,7.0,2014
131631,10.739009,125000000,752100229,The Hunger Games: Mockingjay - Part 1,123,Science Fiction|Adventure|Thriller,2014-11-18,3590,6.6,2014
122917,10.174599,250000000,955119788,The Hobbit: The Battle of the Five Armies,144,Adventure|Fantasy,2014-12-10,3110,7.1,2014
177572,8.691294000000001,165000000,652105443,Big Hero 6,102,Adventure|Family|Animation|Action|Comedy,2014-10-24,4185,7.8,2014
205596,8.110711,14000000,233555708,The Imitation Game,113,History|Drama|Thriller|War,2014-11-14,3478,8.0,2014
198663,7.1372729999999995,34000000,348319861,The Maze Runner,113,Action|Mystery|Science Fiction|Thriller,2014-09-10,3425,7.0,2014
194662,6.9071479999999905,18000000,103215094,Birdman,119,Drama|Comedy,2014-10-17,2801,7.3,2014
210577,6.438727,61000000,369330363,Gone Girl,145,Mystery|Thriller|Drama,2014-10-01,3720,7.9,2014
228150,6.415818,68000000,211817906,Fury,135,War|Drama|Action,2014-10-15,2572,7.4,2014
181533,6.2866919999999995,127000000,349424282,Night at the Museum: Secret of the Tomb,97,Adventure|Comedy|Fantasy|Family,2014-12-17,1111,6.1,2014
157350,6.14502,85000000,288747895,Divergent,139,Action|Science Fiction|Thriller,2014-03-14,3038,6.9,2014
127585,6.052479,250000000,746000000,X-Men: Days of Future Past,131,Action|Adventure|Fantasy|Science Fiction,2014-05-15,4006,7.6,2014
240832,5.947136,40000000,463360063,Lucy,89,Action|Science Fiction,2014-07-14,3699,6.3,2014
98566,5.787396,125000000,477200000,Teenage Mutant Ninja Turtles,101,Science Fiction|Action|Adventure|Fantasy|Comedy,2014-08-07,1836,5.8,2014
225886,5.701683,40000000,126069509,Sex Tape,97,Comedy,2014-07-17,1150,5.3,2014
242582,5.522641,8500000,38697217,Nightcrawler,117,Crime|Drama|Thriller,2014-10-23,2087,7.6,2014
91314,4.983782,210000000,245500000,Transformers: Age of Extinction,165,Science Fiction|Action|Adventure,2014-06-25,2161,5.9,2014
120467,4.93082,30000000,174600318,The Grand Budapest Hotel,99,Comedy|Drama,2014-02-26,2802,7.9,2014
244786,4.780419,3300000,13993093,Whiplash,105,Drama|Music,2014-10-10,2372,8.2,2014
119450,4.452507,170000000,708200000,Dawn of the Planet of the Apes,130,Science Fiction|Action|Drama|Thriller,2014-06-26,2625,7.4,2014
156022,4.1452089999999995,55000000,192330738,The Equalizer,132,Thriller|Action|Crime,2014-09-24,2100,7.2,2014
227159,4.105685,42000000,106645357,Horrible Bosses 2,108,Comedy,2014-11-26,1033,6.1,2014
102382,4.101979,200000000,705717432,The Amazing Spider-Man 2,142,Action|Adventure|Fantasy,2014-04-16,2813,6.6,2014
137113,3.990452,178000000,370541256,Edge of Tomorrow,113,Action|Science Fiction,2014-05-27,3267,7.7,2014
228967,3.9892309999999997,44000000,11305175,The Interview,112,Action|Comedy,2014-12-25,1657,6.1,2014
190859,3.8630739999999997,58800000,542307423,American Sniper,134,War|Action,2014-12-11,3004,7.5,2014
147441,3.81374,140000000,268031828,Exodus: Gods and Kings,153,Adventure|Drama|Action,2014-12-03,1377,5.6,2014
124905,3.689601,160000000,529076069,Godzilla,123,Action|Science Fiction|Thriller,2014-05-14,2169,6.2,2014
102651,3.5823150000000004,180000000,758410378,Maleficent,97,Fantasy|Adventure|Action|Family|Romance,2014-05-28,2928,7.0,2014
254904,3.573028,15000000,32556119,The November Man,108,Crime|Action|Thriller,2014-08-27,481,6.0,2014
242512,3.489314,5000000,102529779,Ouija,89,Horror,2014-10-24,569,4.9,2014
82702,3.4891059999999996,145000000,609123048,How to Train Your Dragon 2,102,Fantasy|Action|Adventure|Animation|Comedy,2014-06-12,2152,7.7,2014
270303,3.3937410000000003,2000000,13500000,It Follows,100,Thriller|Horror,2014-08-27,1003,6.6,2014
138103,3.34625,90000000,206172544,The Expendables 3,127,Action|Adventure|Thriller,2014-08-04,1275,6.2,2014
137106,3.3277989999999997,60000000,469160692,The Lego Movie,100,Adventure|Fantasy|Animation|Comedy|Action,2014-02-06,2268,7.5,2014
68737,3.260581,95000000,114178613,Seventh Son,102,Adventure|Fantasy,2014-12-12,675,5.1,2014
266856,3.170271,15000000,121201940,The Theory of Everything,123,Drama|Romance,2014-11-26,1960,7.8,2014
193893,3.14993,17000000,136621271,Let's Be Cops,104,Comedy,2014-08-13,912,6.4,2014
49017,3.028769,70000000,215529201,Dracula Untold,92,Horror|Action|Drama|Fantasy|War,2014-10-01,1666,6.1,2014
270946,3.007018,132000000,373552094,Penguins of Madagascar,92,Family|Animation|Adventure|Comedy,2014-11-22,939,6.5,2014
224141,2.996038,50000000,212902372,Into the Woods,125,Fantasy|Comedy|Music,2014-12-25,1095,5.6,2014
53182,2.979181,110000000,337580051,300: Rise of an Empire,102,Action|War,2014-03-05,1664,6.1,2014
227156,2.881991,25000000,66980456,The Giver,94,Drama|Science Fiction,2014-08-11,1151,6.3,2014
187017,2.8050189999999997,50000000,188441614,22 Jump Street,112,Crime|Comedy|Action,2014-06-05,2416,7.0,2014
169917,2.777996,28000000,53181600,A Walk Among the Tombstones,113,Crime|Drama|Mystery|Thriller,2014-09-18,823,6.2,2014
116149,2.721864,55000000,259207227,Paddington,95,Comedy,2014-11-27,606,7.1,2014
284276,2.692691,7000000,2360281,Cake,102,Drama,2014-09-07,255,6.1,2014
212778,2.67235,11000000,45967935,Chef,115,Comedy,2014-05-08,866,7.2,2014
238636,2.6112509999999998,9000000,108782847,The Purge: Anarchy,104,Horror|Thriller,2014-07-17,1126,6.6,2014
218043,2.601775,16000000,19682924,Left Behind,110,Thriller|Action|Science Fiction,2014-10-03,253,3.8,2014
85350,2.595951,4000000,44349000,Boyhood,164,Drama,2014-06-05,1343,7.6,2014
241239,2.576396,20000000,12007070,A Most Violent Year,125,Action|Thriller|Crime|Drama,2014-12-30,384,6.4,2014
184315,2.549403,100000000,243400000,Hercules,99,Action|Adventure,2014-07-23,1215,5.6,2014
86834,2.526779,125000000,362637473,Noah,139,Drama|Adventure,2014-03-20,1589,5.5,2014
205587,2.523101,50000000,83719388,The Judge,141,Drama,2014-10-08,974,7.2,2014
232672,2.4451650000000003,40000000,123494610,Blended,117,Comedy,2014-05-21,720,6.7,2014
195589,2.376309,18000000,268157400,Neighbors,96,Comedy,2014-05-08,1829,6.2,2014
249164,2.361267,11000000,78874843,If I Stay,106,Drama,2014-08-21,856,7.2,2014
243683,2.303556,45000000,86165646,Step Up All In,112,Romance|Drama|Music,2014-07-16,421,6.7,2014
222935,2.293859,12000000,305151265,The Fault in Our Stars,125,Romance|Drama,2014-05-16,2389,7.8,2014
168530,2.1654619999999998,25000000,153997819,Ride Along,99,Action|Comedy,2014-01-17,634,6.1,2014
171274,2.160156,20000000,11110975,Inherent Vice,148,Comedy|Romance|Crime|Drama|Mystery,2014-12-25,552,6.3,2014
137094,2.141491,60000000,50549107,Jack Ryan: Shadow Recruit,105,Action|Drama|Thriller,2014-01-15,873,5.9,2014
225574,2.1367580000000004,50000000,222809600,Non-Stop,106,Action|Thriller|Mystery,2014-01-26,1648,6.8,2014
206487,2.116264,5500000,3000000,Predestination,97,Science Fiction|Thriller,2014-08-28,1136,7.2,2014
154400,1.957672,12600000,18658381,The Drop,106,Drama|Crime,2014-09-12,583,6.6,2014
97020,1.9407349999999999,120000000,239379423,RoboCop,102,Science Fiction|Action,2014-01-30,1709,5.7,2014
157353,1.904422,100000000,103039258,Transcendence,119,Thriller|Science Fiction|Drama|Mystery,2014-04-16,1555,5.9,2014
193610,1.9000380000000001,40000000,196781193,The Other Woman,109,Comedy|Romance,2014-04-16,1056,6.2,2014
82703,1.8947060000000002,145000000,272912430,Mr. Peabody & Sherman,92,Animation|Adventure|Family,2014-02-07,592,6.8,2014
189,1.840817,65000000,39407616,Sin City: A Dame to Kill For,102,Crime|Thriller,2014-08-20,857,6.2,2014
172385,1.8116919999999999,103000000,500188435,Rio 2,102,Animation|Adventure|Comedy|Family,2014-03-19,659,6.5,2014
100042,1.805954,40000000,169837010,Dumb and Dumber To,110,Comedy,2014-11-12,790,5.5,2014
152760,1.7798610000000001,70000000,154984035,The Monuments Men,118,War|Drama|History|Action,2014-01-24,1083,5.7,2014
227306,1.769987,65000000,163442937,Unbroken,137,Drama|War,2014-12-25,981,7.2,2014
273895,1.754707,20000000,66787908,Selma,127,History|Drama,2014-12-25,580,7.5,2014
265177,1.737699,4900000,3494070,Mommy,138,Drama,2014-05-22,389,8.0,2014
228970,1.6493209999999898,15000000,52501541,Wild,115,Drama,2014-12-05,677,6.9,2014
76649,1.638781,130000000,117831631,Pompeii,105,Action|Adventure|History|Romance|Drama,2014-02-18,837,5.1,2014
239571,1.63015,26000000,35926213,The Best of Me,117,Drama|Romance,2014-10-16,535,7.2,2014
196867,1.5880100000000001,65000000,133821816,Annie,119,Music|Comedy|Drama|Family,2014-12-19,331,6.1,2014
228326,1.5450549999999899,50000000,97437106,The Book of Life,95,Romance|Animation|Adventure|Comedy|Family,2014-10-01,531,7.3,2014
239563,1.542392,13000000,54837234,St. Vincent,102,Comedy,2014-10-09,531,7.1,2014
136797,1.541069,66000000,203277636,Need for Speed,130,Action|Crime|Drama|Thriller,2014-03-13,1117,6.2,2014
228194,1.4490459999999898,22000000,88880821,The Hundred-Foot Journey,122,Drama,2014-08-06,352,7.2,2014
170687,1.440084,60000000,108255770,The Boxtrolls,97,Animation|Comedy|Family|Fantasy,2014-09-10,498,6.6,2014
87093,1.3987129999999999,10000000,28883511,Big Eyes,105,Drama,2014-12-24,710,6.8,2014
241254,1.394382,18000000,266586800,The Prince,93,Thriller|Action,2014-08-22,165,4.6,2014
216282,1.3155,50000000,160602194,Into the Storm,89,Action|Thriller,2014-08-06,572,5.7,2014
218836,1.240895,50000000,151165787,Planes: Fire & Rescue,83,Animation|Comedy|Adventure|Family,2014-07-17,223,5.9,2014
144336,1.214094,35000000,17508518,Sabotage,110,Action|Drama|Thriller|Crime,2014-03-28,422,5.4,2014
136835,1.146492,13200000,53830415,No Good Deed,84,Thriller,2014-09-12,105,5.8,2014
284293,1.142614,5000000,41797583,Still Alice,99,Drama,2014-12-05,725,7.5,2014
256274,1.1403020000000001,5000000,40100000,"As Above, So Below",93,Horror|Thriller,2014-08-14,501,6.1,2014
87492,1.136851,24000000,12096300,Foxcatcher,134,Drama|Thriller,2014-05-19,645,6.5,2014
226857,1.077877,20000000,34077920,Endless Love,103,Drama|Romance,2014-02-12,357,6.6,2014
157845,1.052381,12250000,2295423,The Rover,100,Crime|Drama,2014-05-18,164,6.0,2014
184098,1.041267,24000000,70181428,Think Like a Man Too,106,Comedy|Romance,2014-06-19,175,6.2,2014
271674,1.039133,15000000,9104716,Suite Fran̤aise,107,Drama|Romance|War,2014-11-05,161,6.9,2014
250546,1.0181149999999999,6500000,255273813,Annabelle,99,Horror,2014-10-02,827,5.6,2014
100241,0.989916,65000000,71154592,"I, Frankenstein",92,Horror|Thriller,2014-01-22,501,5.1,2014
225565,0.988081,8000000,26049082,That Awkward Moment,94,Comedy|Romance,2014-01-29,713,6.0,2014
200505,0.98174,27000000,28831145,Draft Day,109,Drama,2014-04-11,207,6.5,2014
254473,0.9796549999999999,28000000,68896829,Brick Mansions,90,Action|Crime|Drama,2014-04-22,476,5.8,2014
242224,0.9678459999999999,2000000,6676471,The Babadook,93,Drama|Thriller|Horror,2014-05-22,1089,6.5,2014
226486,0.9660479999999999,20000000,100525432,Tammy,97,Comedy,2014-07-02,381,5.1,2014
