id,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year
102899,5.5731839999999995,130000000,518602163,Ant-Man,115,Science Fiction|Action|Adventure,2015-07-14,3779,7.0,2015
150689,5.556818,95000000,542351353,Cinderella,112,Romance|Fantasy|Family|Drama,2015-03-12,1495,6.8,2015
131634,5.476958,160000000,650523427,The Hunger Games: Mockingjay - Part 2,136,War|Adventure|Science Fiction,2015-11-18,2380,6.5,2015
158852,5.4621379999999995,190000000,209035668,Tomorrowland,130,Action|Family|Science Fiction|Adventure|Mystery,2015-05-19,1899,6.2,2015
307081,5.337064,30000000,91709827,Southpaw,123,Action|Drama,2015-06-15,1386,7.3,2015
254128,4.907832,110000000,470490832,San Andreas,114,Action|Drama|Thriller,2015-05-27,2060,6.1,2015
216015,4.71040199999999,40000000,569651467,Fifty Shades of Grey,125,Drama|Romance,2015-02-11,1865,5.3,2015
318846,4.648046,28000000,133346506,The Big Short,130,Comedy|Drama,2015-12-11,1545,7.3,2015
177677,4.566713,150000000,682330139,Mission: Impossible - Rogue Nation,131,Action,2015-07-23,2349,7.1,2015
214756,4.5645489999999995,68000000,215863606,Ted 2,115,Comedy,2015-06-25,1666,6.3,2015
207703,4.503789,81000000,403802136,Kingsman: The Secret Service,130,Crime|Comedy|Action|Adventure,2015-01-24,3833,7.6,2015
314365,4.062293,20000000,88346473,Spotlight,128,Drama|Thriller|History,2015-11-06,1559,7.8,2015
294254,3.968891,61000000,311256926,Maze Runner: The Scorch Trials,132,Action|Science Fiction|Thriller,2015-09-09,1849,6.4,2015
280996,3.927333,0,29355203,Mr. Holmes,103,Mystery|Drama,2015-06-19,425,6.4,2015
198184,3.899557,49000000,102069268,Chappie,120,Crime|Action|Science Fiction,2015-03-04,1990,6.6,2015
254470,3.877764,29000000,287506194,Pitch Perfect 2,115,Comedy|Music,2015-05-07,1264,6.8,2015
296098,3.6482099999999997,40000000,162610473,Bridge of Spies,141,Thriller|Drama,2015-10-15,1638,7.1,2015
257445,3.6445410000000003,58000000,150170815,Goosebumps,103,Adventure|Horror|Comedy,2015-08-05,600,6.2,2015
264644,3.557846,6000000,35401758,Room,117,Drama|Thriller,2015-10-16,1520,8.0,2015
339527,3.358321,0,22354572,Solace,101,Crime|Drama|Mystery,2015-09-03,474,6.2,2015
105864,3.3391349999999997,175000000,331926147,The Good Dinosaur,93,Adventure|Animation|Comedy|Family|Fantasy,2015-11-14,1087,6.6,2015
241554,3.23737,50000000,71561644,Run All Night,114,Action|Crime|Drama|Mystery|Thriller,2015-03-11,814,6.3,2015
167073,3.227329,11000000,62076141,Brooklyn,111,Drama|Romance,2015-11-04,754,7.3,2015
277216,3.2027189999999996,28000000,201634991,Straight Outta Compton,147,Drama|Music,2015-08-13,918,7.7,2015
274854,3.080505,90000000,140396650,The Last Witch Hunter,106,Fantasy|Action|Adventure,2015-10-21,879,5.6,2015
321697,3.0795220000000003,30000000,34441873,Steve Jobs,122,History|Drama,2015-10-09,1035,6.9,2015
203801,3.0534209999999997,75000000,108145109,The Man from U.N.C.L.E.,116,Comedy|Action|Adventure,2015-08-13,1548,7.0,2015
293863,3.025852,25000000,42629776,The Age of Adaline,112,Fantasy|Drama|Romance,2015-04-16,1221,7.3,2015
325348,3.023253,10000000,14333790,Hardcore Henry,97,Action|Adventure|Science Fiction,2015-09-12,396,5.9,2015
228161,2.976436,135000000,368871007,Home,94,Fantasy|Comedy|Animation|Science Fiction|Family,2015-03-18,1060,6.9,2015
286565,2.968254,12000000,85512300,Paper Towns,109,Drama|Mystery|Romance,2015-07-09,1252,6.2,2015
265208,2.93234,30000000,0,Wild Card,92,Thriller|Crime|Drama,2015-01-14,481,5.3,2015
254320,2.8851259999999996,4000000,9064511,The Lobster,118,Thriller|Comedy|Drama|Romance|Science Fiction,2015-10-08,638,6.6,2015
258480,2.883233,11800000,40272135,Carol,118,Romance|Drama,2015-11-20,562,7.1,2015
257211,2.8148020000000002,35000000,194564672,The Intern,121,Comedy,2015-09-24,1255,7.1,2015
253412,2.7980169999999998,55000000,203427584,Everest,121,Adventure|Drama,2015-09-10,1172,6.7,2015
274479,2.793297,60000000,101134059,Joy,124,Comedy|Drama,2015-12-24,1001,6.4,2015
257088,2.6144990000000004,105000000,133718711,Point Break,114,Action|Crime|Thriller,2015-12-03,505,5.5,2015
295964,2.584264,20000000,36606743,Burnt,100,Drama,2015-10-02,631,6.3,2015
238615,2.578919,26000000,30523226,Self/less,116,Science Fiction|Mystery|Thriller,2015-07-10,719,6.2,2015
210860,2.575711,60000000,30418560,Mortdecai,106,Comedy|Adventure,2015-01-21,696,5.3,2015
306819,2.557859,15000000,64191523,The Danish Girl,120,Drama,2015-11-27,867,7.3,2015
201088,2.5507470000000003,70000000,17752940,Blackhat,133,Mystery|Crime|Action|Thriller|Drama,2015-01-13,584,5.0,2015
273481,2.487849,30000000,84025816,Sicario,121,Action|Crime|Drama|Mystery|Thriller,2015-09-17,1479,7.1,2015
166424,2.4870419999999998,120000001,167977596,Fantastic Four,100,Action|Adventure|Science Fiction,2015-08-05,1565,4.4,2015
310131,2.46449,3500000,40423945,The Witch,92,Mystery|Horror,2015-03-24,700,5.8,2015
238713,2.404473,65000000,235666219,Spy,120,Action|Comedy|Crime,2015-05-06,1840,6.9,2015
256591,2.395366,50100000,153962963,Focus,105,Romance|Comedy|Crime|Drama,2015-02-25,1831,6.7,2015
249070,2.354654,35000000,82347656,Hitman: Agent 47,96,Action|Crime|Thriller,2015-08-20,820,5.5,2015
205775,2.345821,100000000,93820758,In the Heart of the Sea,122,Thriller|Drama|Adventure|Action|History,2015-11-20,805,6.4,2015
334074,2.331636,20000000,0,Survivor,96,Crime|Thriller|Action,2015-05-21,280,5.4,2015
312221,2.3315669999999997,35000000,137935567,Creed,133,Drama,2015-11-25,1171,7.3,2015
271718,2.31767,35000000,140795793,Trainwreck,125,Comedy,2015-07-17,849,6.1,2015
333352,2.29573,13000000,32848185,Eye in the Sky,102,Drama|Thriller|War,2015-09-11,265,7.2,2015
276907,2.28135,25000000,42972994,Legend,131,Crime|Thriller,2015-09-09,619,6.7,2015
284289,2.2720439999999997,0,45895,Beyond the Reach,95,Thriller,2015-04-17,81,5.5,2015
266647,2.234573,150000000,128388320,Pan,111,Adventure|Family|Fantasy,2015-09-24,586,5.9,2015
347096,2.165433,0,0,Mythica: The Darkspore,108,Action|Adventure|Fantasy,2015-06-24,27,5.1,2015
308369,2.141506,0,0,Me and Earl and the Dying Girl,105,Comedy|Drama,2015-06-12,569,7.7,2015
227973,2.140199,99000000,246233113,The Peanuts Movie,88,Adventure|Animation|Comedy|Family,2015-11-05,414,6.4,2015
321741,2.121884,35000000,48623572,Concussion,123,Drama,2015-11-12,500,6.9,2015
296100,2.096273,25000000,52395996,The Night Before,100,Comedy,2015-11-20,363,6.1,2015
263472,2.0809349999999998,2500000,5214043,Knock Knock,99,Drama|Horror|Thriller,2015-06-26,473,4.8,2015
228205,2.070708,34000000,63013281,The Longest Ride,128,Romance|Drama,2015-04-09,711,7.3,2015
159824,2.060162,80000000,466183544,Hotel Transylvania 2,89,Animation|Comedy|Family,2015-09-21,919,6.8,2015
333348,2.055572,17000000,24000000,Love the Coopers,107,Family|Comedy,2015-11-12,111,5.3,2015
285783,2.049886,35000000,61181942,The Walk,123,Adventure|Drama|Thriller,2015-09-30,706,6.8,2015
290764,2.0266509999999998,11000000,1863315,Tracers,94,Action|Crime|Drama,2015-01-15,326,5.9,2015
296099,2.000338,31000000,104384188,Vacation,99,Adventure|Comedy,2015-07-28,846,6.1,2015
243688,1.984529,35000000,95437994,Poltergeist,93,Horror|Thriller,2015-05-20,589,5.0,2015
287424,1.9800389999999999,4000000,187112,Maggie,95,Horror,2015-05-08,384,5.1,2015
301875,1.9597650000000002,0,2000000,Equals,101,Drama|Romance|Science Fiction,2015-09-04,135,5.6,2015
181283,1.95632,50000000,3324330,Child 44,137,Crime|Thriller,2015-03-15,341,5.9,2015
328425,1.926739,5000000,58978653,The Gift,108,Thriller|Mystery,2015-07-30,631,6.6,2015
274167,1.904898,50000000,240360392,Daddy's Home,96,Comedy,2015-12-25,568,5.7,2015
307663,1.872696,10000000,0,Vice,96,Thriller|Science Fiction|Action|Adventure,2015-01-16,181,4.1,2015
309809,1.865007,64000000,97571250,The Little Prince,92,Adventure|Animation|Fantasy,2015-07-29,423,7.5,2015
258509,1.841779,0,233755553,Alvin and the Chipmunks: The Road Chip,92,Adventure|Animation|Comedy|Family,2015-12-17,278,5.7,2015
298382,1.82313,11930000,18340000,The Dressmaker,118,Drama,2015-10-01,197,6.9,2015
272693,1.758618,8500000,43528634,The DUFF,100,Romance|Comedy,2015-02-20,753,6.8,2015
283445,1.742286,10000000,52882018,Sinister 2,97,Horror,2015-08-19,331,5.5,2015
256961,1.73518,30000000,107597242,Paul Blart: Mall Cop 2,94,Action|Adventure|Comedy|Family,2015-04-16,422,5.3,2015
254302,1.661789,0,0,High-Rise,119,Action|Drama|Science Fiction,2015-09-26,161,5.4,2015
241251,1.6510779999999898,4000000,50163103,The Boy Next Door,91,Thriller,2015-01-23,810,3.9,2015
292040,1.646664,0,0,Spooks: The Greater Good,104,Thriller|Action,2015-04-11,114,5.6,2015
188222,1.532997,30000000,49263404,Entourage,104,Comedy,2015-06-03,364,6.2,2015
252838,1.5100959999999999,23000000,79799880,The Wedding Ringer,101,Comedy,2015-01-16,446,6.5,2015
273477,1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,93,Comedy|Horror,2015-10-23,288,6.2,2015
298312,1.495112,5000000,98450062,The Visit,94,Horror|Thriller,2015-09-10,729,5.9,2015
261023,1.4832459999999899,53000000,99775678,Black Mass,122,Crime|Drama,2015-09-04,848,6.3,2015
336004,1.449072,8900000,50136,Heist,93,Crime|Action|Thriller,2015-11-13,233,5.4,2015
287903,1.448002,15000000,61548707,Krampus,98,Horror|Comedy|Fantasy,2015-11-26,342,5.9,2015
182560,1.443406,20000000,208588,Dark Places,113,Drama|Mystery|Thriller,2015-03-31,322,5.7,2015
192141,1.41239,5000000,54418872,No Escape,103,Action|Thriller,2015-08-26,519,6.7,2015
308639,1.40805,700000,17986781,Dope,103,Crime|Drama|Comedy,2015-06-19,448,7.3,2015
261392,1.3882510000000001,28000000,28208085,American Ultra,96,Comedy|Action,2015-08-19,695,5.9,2015
304357,1.388032,11000000,61619773,Woman in Gold,120,Drama,2015-04-10,277,7.3,2015
297291,1.38032,0,0,The Scorpion King: The Lost Throne,105,Action|Fantasy|Adventure,2015-01-09,22,4.5,2015
266294,1.3766049999999999,30000000,105011053,Sisters,118,Comedy,2015-12-18,399,5.9,2015
227719,1.360926,12000000,32248241,Project Almanac,106,Science Fiction|Thriller,2015-01-30,637,6.3,2015
86828,1.360827,0,5189646,Absolutely Anything,85,Comedy|Science Fiction,2015-06-26,199,5.8,2015
287948,1.3558219999999999,25000000,72629670,The Transporter Refueled,96,Thriller|Action|Crime,2015-09-03,407,5.3,2015
201085,1.345982,55000000,74679822,Crimson Peak,119,Mystery|Thriller|Fantasy|Horror|Drama,2015-10-13,819,6.4,2015
277355,1.342839,0,0,Everly,90,Thriller|Action,2015-01-23,169,5.1,2015
264999,1.338481,14800000,122413057,Magic Mike XXL,115,Comedy|Drama|Music,2015-07-01,501,6.3,2015
146301,1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,88,Horror|Thriller,2015-10-21,267,5.0,2015
223485,1.329702,0,229094,Slow West,84,Romance|Thriller|Western,2015-04-16,229,6.6,2015
294016,1.316239,15000000,8235661,Trumbo,124,Drama,2015-10-27,273,7.2,2015
290751,1.315266,19500000,32189727,Secret in Their Eyes,111,Crime|Drama|Mystery,2015-10-14,202,6.2,2015
309245,1.29314,0,2500431,Mistress America,84,Comedy,2015-08-14,132,6.4,2015
228165,1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,93,Family|Animation,2015-02-05,533,5.7,2015
245706,1.284541,0,4719695,True Story,100,Crime|Drama|Mystery,2015-04-17,354,6.0,2015
272878,1.278928,20000000,43967255,Max,111,Adventure|Drama|Family,2015-06-26,214,7.0,2015
263109,1.25358,0,59700000,Shaun the Sheep Movie,85,Family|Animation|Comedy|Adventure,2015-02-05,340,6.9,2015
157827,1.251681,11000000,0,Louder Than Bombs,109,Drama,2015-05-18,43,6.3,2015
321751,1.2452239999999999,0,1702433,A Perfect Day,106,Comedy|Drama,2015-08-28,102,6.3,2015
266396,1.225325,40000000,10664749,The Gunman,115,Action|Drama|Crime,2015-02-16,283,5.6,2015
277685,1.191138,1000000,62882090,Unfriended,82,Horror|Thriller,2015-04-17,643,5.6,2015
268920,1.178831,35000000,51680201,Hot Pursuit,87,Action|Crime|Comedy,2015-05-08,472,5.5,2015
280092,1.1647239999999999,10000000,104303851,Insidious: Chapter 3,97,Drama|Horror|Thriller,2015-06-04,610,6.3,2015
193687,1.161812,0,118483,Z for Zachariah,97,Drama|Science Fiction|Thriller,2015-08-13,181,5.5,2015
300803,1.144808,0,0,Dragonheart 3: The Sorcerer's Curse,97,Action|Adventure|Fantasy,2015-02-24,59,4.5,2015
328589,1.142518,6000000,41387687,The Lady in the Van,104,Comedy|Drama,2015-11-13,135,5.9,2015
228066,1.138395,40000000,34227298,Victor Frankenstein,109,Drama|Science Fiction|Thriller,2015-11-10,408,5.5,2015
378373,1.128081,0,0,Brothers of the Wind,98,Adventure|Drama|Family,2015-12-24,11,7.5,2015
291270,1.1252389999999999,8000000,3759286,Anomalisa,90,Animation|Comedy|Drama|Romance,2015-12-30,259,6.7,2015
294963,1.0733489999999999,1800000,0,Bone Tomahawk,132,Horror|Western|Adventure|Drama,2015-10-23,220,6.3,2015
241257,1.065888,0,17671101,Regression,106,Horror|Mystery|Thriller,2015-10-01,310,5.2,2015
245698,1.0630549999999999,0,0,Pawn Sacrifice,114,Drama,2015-09-16,148,6.6,2015
353326,1.046518,0,11472454,The Man Who Knew Infinity,108,Drama,2015-09-17,104,7.1,2015
346808,1.041922,20000000,0,Momentum,96,Thriller|Action,2015-08-01,100,5.8,2015
250124,1.03839,2000000,1477002,The Diary of a Teenage Girl,102,Drama|Romance,2015-08-07,186,6.8,2015
290637,1.036825,0,0,Pay the Ghost,94,Horror|Thriller,2015-09-16,114,5.3,2015
244458,1.02762,0,0,The Voices,101,Horror|Thriller|Comedy|Crime,2015-02-06,371,6.0,2015
308504,1.021441,0,3643591,Last Knights,115,Action|Adventure,2015-04-03,237,6.3,2015
314405,1.0084739999999999,12000000,0,Il racconto dei racconti,125,Romance|Fantasy|Horror,2015-05-14,211,5.7,2015
282984,1.0070540000000001,11000000,27391084,Irrational Man,95,Mystery|Drama,2015-07-17,319,6.1,2015
157843,0.973316,15000000,0,Queen of the Desert,128,Drama|History,2015-09-03,30,6.0,2015
275601,0.956096,18000000,41325328,Ricki and the Flash,100,Comedy|Drama|Music,2015-07-10,152,5.5,2015
290762,0.9536469999999999,0,0,Miss You Already,112,Comedy|Drama|Romance,2015-09-12,139,7.2,2015
251516,0.953046,630019,0,Kung Fury,31,Action|Comedy|Science Fiction|Fantasy,2015-05-28,487,7.7,2015
304372,0.950793,12000000,60273173,The Perfect Guy,100,Drama|Thriller,2015-09-11,122,5.6,2015
324807,0.9384319999999999,0,1936524,A Bigger Splash,120,Crime|Drama|Mystery|Thriller,2015-11-26,69,5.8,2015
252512,0.9376200000000001,10000000,7587485,While We're Young,97,Drama|Comedy,2015-03-27,265,5.9,2015
257091,0.9273389999999999,40000000,106511453,Get Hard,100,Comedy,2015-03-26,661,5.9,2015
228968,0.91704,0,0,Kidnapping Mr. Heineken,95,Drama|Action|Crime|Thriller,2015-03-12,131,5.8,2015
347969,0.913085,60000000,0,The Ridiculous 6,119,Comedy|Western,2015-12-11,252,4.8,2015
237756,0.90686,0,0,Kill Me Three Times,90,Comedy|Thriller,2015-04-10,96,5.1,2015
293646,0.9060360000000001,25000000,24902723,The 33,120,History|Drama,2015-08-06,262,5.8,2015
245168,0.898295999999999,14000000,16002420,Suffragette,106,Drama|History,2015-10-16,231,7.1,2015
311291,0.8944770000000001,0,0,45 Years,95,Drama,2015-08-28,167,6.0,2015
301351,0.880937999999999,6000000,11122090,We Are Your Friends,96,Drama|Music|Romance,2015-08-26,412,6.2,2015
248574,0.880268,0,6075,Barely Lethal,96,Adventure|Action|Comedy,2015-04-30,215,5.5,2015
225728,0.874641,0,13192457,Macbeth,113,History|Drama|War,2015-08-16,269,6.4,2015
326425,0.872149,0,16775,Extraction,83,Action|Thriller,2015-12-18,57,4.2,2015
342474,0.8611790000000001,0,0,Jenny's Wedding,94,Comedy|Drama,2015-07-31,92,5.2,2015
277217,0.848748,0,0,Descendants,112,Music|Action|Adventure|Comedy|Family,2015-07-31,262,6.7,2015
207936,0.843174,0,0,Tumbledown,105,Music|Romance|Comedy,2015-04-18,22,6.6,2015
250734,0.842202,0,30229977,Far from the Madding Crowd,119,Romance|Drama,2015-05-01,220,6.9,2015
249688,0.8369409999999989,0,3002884,The End of the Tour,106,Drama,2015-07-31,126,7.3,2015
268238,0.8324870000000001,10000000,85978266,The Second Best Exotic Marigold Hotel,122,Drama|Comedy,2015-02-26,196,6.4,2015
256962,0.829111,20000000,6420319,Little Boy,106,Comedy|Drama|War,2015-04-23,113,7.1,2015
322456,0.821443,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,48,Action|Adventure|Animation|Family,2015-02-10,14,6.4,2015
302528,0.820691,0,1986615,Remember,94,Drama|Thriller,2015-10-23,75,7.7,2015
222936,0.814206,37000000,26250020,Aloha,105,Adventure|Comedy|Romance,2015-05-27,469,5.2,2015
316002,0.813893,26000000,0,Accidental Love,100,Romance|Comedy,2015-02-10,64,3.6,2015
365806,0.810667,0,0,Halo: The Fall of Reach,67,Action|Animation|Science Fiction,2015-10-27,32,5.3,2015
10317,0.795762,28000000,7002261,Our Brand Is Crisis,108,Drama|Comedy,2015-09-11,122,5.7,2015
334538,0.792471,0,0,Into the Forest,101,Drama|Science Fiction,2015-06-03,57,5.1,2015
306947,0.7879689999999989,0,231737,The Invitation,100,Thriller,2015-03-13,192,6.4,2015
328901,0.781809,0,0,The Benefactor,90,Drama,2015-04-17,55,4.5,2015
382517,0.7739090000000001,0,0,Open Season: Scared Silly,85,Animation|Comedy|Family|Adventure,2015-12-31,33,5.6,2015
310133,0.77107,0,134552,Cop Car,86,Thriller,2015-08-07,174,5.5,2015
237584,0.768138,0,0,Mojave,93,Thriller,2015-04-18,17,4.3,2015
288036,0.758133,0,3214116,Sleeping with Other People,100,Comedy,2015-06-26,197,6.2,2015
354110,0.747541,11000000,0,Forsaken,90,Western|Drama,2015-09-16,53,5.6,2015
331781,0.738404,0,8413144,Amy,128,Documentary|Music,2015-07-03,345,7.5,2015
253161,0.7299,0,0,Madame Bovary,118,Drama,2015-06-04,52,5.3,2015
312831,0.719407,0,0,The Hallow,97,Fantasy|Horror,2015-11-06,122,4.9,2015
316322,0.7141310000000001,0,0,Barbie in Princess Power,74,Family|Animation,2015-01-29,13,5.5,2015
301846,0.7073550000000001,0,0,Howl,89,Horror,2015-10-01,62,4.9,2015
306745,0.706023,7000000,573335,Freeheld,103,Romance|Drama,2015-10-02,86,7.1,2015
332340,0.7013699999999989,0,0,Man Up,88,Romance|Comedy,2015-05-29,264,6.5,2015
292431,0.699932,3000000,695269,Love,134,Drama|Romance,2015-07-06,307,4.7,2015
300693,0.69957,9600000,2541554,Truth,121,Drama,2015-09-12,89,6.4,2015
333381,0.696184,0,0,Return to Sender,95,Thriller,2015-05-31,88,5.0,2015
256924,0.690479,10000000,10835752,Danny Collins,107,Comedy|Drama|Music,2015-03-20,114,6.6,2015
253414,0.6895789999999989,15000000,3020664,Rock the Kasbah,100,Comedy|Music|War,2015-10-22,56,5.1,2015
254172,0.689571,2240000,0,Fathers and Daughters,116,Drama,2015-10-01,142,7.0,2015
320588,0.6737920000000001,1000000,14444999,"Hello, My Name Is Doris",95,Comedy|Drama|Romance,2015-11-27,87,6.6,2015
157544,0.669351,13000000,1784763,The Vatican Tapes,91,Thriller|Horror,2015-07-24,164,4.5,2015
283235,0.661471,8000000,1411927,99 Homes,112,Drama,2015-09-25,121,6.8,2015
243938,0.6611630000000001,14000000,12314651,Hot Tub Time Machine 2,93,Comedy,2015-02-20,244,5.0,2015
86835,0.654335,0,0,Knight of Cups,118,Romance|Drama,2015-09-10,101,5.7,2015
254905,0.654046,4000000,143101,Manglehorn,97,Drama,2015-06-03,35,5.0,2015
309242,0.649628,0,0,Mississippi Grind,108,Drama,2015-07-04,74,5.7,2015
332502,0.644786,0,0,400 Days,91,Mystery|Science Fiction|Thriller,2015-10-29,98,4.2,2015
284674,0.638556999999999,0,0,Air,94,Thriller|Science Fiction,2015-08-14,135,4.7,2015
360055,0.633608,0,0,Riot,88,Action,2015-09-27,11,5.0,2015
352179,0.629560999999999,0,0,Septembers of Shiraz,110,Drama|Thriller,2015-09-15,14,5.9,2015
246127,0.607124,0,8034,Every Thing Will Be Fine,118,Drama,2015-04-02,44,5.1,2015
338676,0.606113,0,0,Extinction,110,Drama|Horror|Science Fiction,2015-08-07,135,5.3,2015
330982,0.604928,0,0,The Childhood of a Leader,116,Mystery|Drama|Horror,2015-09-02,25,3.6,2015
232572,0.602165,8000000,35991087,A Walk in the Woods,104,Drama|Adventure|Comedy,2015-09-02,171,5.4,2015
112454,0.599751,0,0,Clown,100,Horror,2015-03-02,182,5.2,2015
243940,0.599655,3300000,64110728,The Lazarus Effect,83,Thriller|Horror,2015-01-29,327,4.9,2015
321528,0.589472,0,0,Batman vs. Robin,72,Action|Adventure|Animation,2015-04-14,142,6.8,2015
317744,0.586735,8000000,0,Careful What You Wish For,91,Thriller,2015-05-06,57,5.4,2015
300792,0.584363,0,0,Racing Extinction,90,Adventure|Documentary,2015-01-24,36,7.8,2015
239573,0.577814,35000000,14431253,Unfinished Business,90,Comedy,2015-03-05,241,4.9,2015
167810,0.570743999999999,2000000,45431,Lost River,95,Fantasy|Thriller,2015-04-08,129,5.7,2015
319075,0.569443,0,0,Cobain: Montage of Heck,132,Music|Documentary,2015-03-23,197,7.5,2015
316042,0.561032,0,0,Hyena Road,120,War|Drama,2015-10-09,29,5.7,2015
334527,0.560743999999999,7000000,0,Criminal Activities,94,Thriller|Crime|Drama,2015-11-20,67,5.9,2015
300153,0.560423,12000000,0,Life,112,Drama,2015-07-24,75,5.9,2015
228203,0.553238,0,45710059,"McFarland, USA",128,Drama,2015-02-20,139,7.4,2015
332704,0.5485869999999989,0,0,Backtrack,90,Horror|Mystery,2015-07-25,52,5.4,2015
278236,0.5478270000000001,0,0,X+Y,111,Drama,2015-03-13,133,6.0,2015
276839,0.546458,3000000,0,Home Sweet Hell,98,Drama|Comedy,2015-03-13,136,4.9,2015
326215,0.542568,6000000,0,Ooops! Noah is Gone...,85,Animation|Adventure|Comedy,2015-04-09,50,5.7,2015
363689,0.5327,0,0,The Unspoken,90,Thriller|Horror,2015-10-24,10,4.1,2015
318256,0.532239,0,0,Hot Girls Wanted,84,Documentary,2015-05-29,158,5.9,2015
299245,0.532205,100000,42664410,The Gallows,87,Horror|Thriller,2015-07-10,247,5.0,2015
333344,0.52985,0,0,Dirty Weekend,93,Drama|Comedy,2015-09-04,12,4.8,2015
357096,0.527957,0,0,I Spit on Your Grave III: Vengeance is Mine,91,Horror|Thriller,2015-10-09,100,5.0,2015
309299,0.526642,0,0,Experimenter,97,History|Drama,2015-10-16,94,6.9,2015
314385,0.524315,10000000,3334927,By the Sea,122,Drama|Romance,2015-11-12,82,5.4,2015
333596,0.52025,0,0,Woodlawn,123,Drama,2015-10-16,32,6.8,2015
361042,0.516954,0,0,The Hollow,90,Horror|TV Movie,2015-10-24,19,5.1,2015
353686,0.515401,0,0,Visions,80,Thriller|Horror,2015-08-28,67,5.5,2015
318954,0.514735,0,1236094,Beyond the Mask,103,Action,2015-04-06,13,6.2,2015
289191,0.513386,0,0,I Am Here,97,Drama|Thriller,2015-06-12,18,4.0,2015
324333,0.50732,0,0,Wild Horses,100,Crime|Drama,2015-06-05,16,4.1,2015
252164,0.5048279999999989,0,0,Pressure,91,Drama|Thriller,2015-06-04,29,5.0,2015
360784,0.5024890000000001,0,0,Hidden,83,Thriller|Horror,2015-09-15,96,6.5,2015
336313,0.49726499999999996,0,157768,Hell & Back,86,Fantasy|Comedy|Animation,2015-10-02,47,4.3,2015
240483,0.48635100000000003,21000000,0,Robot Overlords,90,Adventure|Science Fiction|Action,2015-01-29,63,4.9,2015
321494,0.482422,0,0,The Man with the Iron Fists 2,90,Action,2015-03-10,43,4.7,2015
353595,0.47784,0,0,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,67,Action|Adventure|Animation|Family,2015-08-25,17,6.8,2015
360603,0.47634099999999996,0,0,Crown for Christmas,84,TV Movie,2015-11-27,10,7.6,2015
264337,0.475473,0,0,Spare Parts,83,Action|Drama|Family,2015-01-16,38,6.6,2015
289716,0.474788,0,0,The World Made Straight,119,Drama,2015-01-09,13,5.8,2015
296065,0.47462600000000005,0,0,Last Shift,88,Horror|Thriller,2015-10-06,77,5.6,2015
337029,0.473344,0,0,Frankenstein,89,Horror|Thriller,2015-11-03,14,4.5,2015
317952,0.471393,0,0,Cartel Land,100,Drama|Documentary,2015-07-03,112,7.5,2015
325358,0.471091,20000000,0,Superfast!,99,Comedy,2015-03-05,60,4.4,2015
272548,0.470991,0,0,Moonwalkers,107,Comedy,2015-03-14,53,6.0,2015
340275,0.470124,0,0,Chi-Raq,127,Music|Drama|Crime|Comedy,2015-12-04,33,5.9,2015
